,end_sample,energy,freesound_id,id,key,key_strength,loudness,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,path,scale,spec_centroid,start_sample
0,6584,90.7227554321289,469308,469308_f0,F,0.568912148475647,0.00311300705299053,-641.9696044921875,46.488136291503906,-28.23822021484375,3.1741504669189453,-1.2182884216308594,16.496871948242188,-75.40847778320312,-35.310890197753906,-11.983911514282227,-62.68885040283203,21.610576629638672,-0.04561042785644531,-39.02189636230469,files/469308_2927958-hq.ogg,major,2936.839599609375,0
1,13168,1.6900092363357544,469308,469308_f1,F,0.6473429203033447,0.00021587178237817702,-906.8544921875,36.7275390625,-9.252567291259766,7.241222381591797,-5.652503967285156,-4.426734924316406,-0.0307159423828125,-16.474197387695312,11.143657684326172,-36.9773063659668,-9.084049224853516,49.57468795776367,-32.811424255371094,files/469308_2927958-hq.ogg,minor,2453.164794921875,6584
2,19752,0.2392035573720932,469308,469308_f2,Eb,0.8737262487411499,5.82484625741604e-05,-988.7905883789062,80.40884399414062,-16.249696731567383,-3.3749160766601562,-16.887802124023438,-19.912639617919922,-3.706188201904297,3.2826690673828125,20.870361328125,-30.387786865234375,-11.976814270019531,21.625293731689453,-32.95289611816406,files/469308_2927958-hq.ogg,minor,3290.96484375,13168
3,26336,0.09348727762699127,469308,469308_f3,C,0.7396367192268372,3.103947409520317e-05,-1008.7207641601562,101.72943878173828,-16.129674911499023,-3.1679840087890625,8.139724731445312,-27.120540618896484,-49.057167053222656,-0.3851318359375,10.658966064453125,-9.064895629882812,-6.0717926025390625,3.405101776123047,-8.127609252929688,files/469308_2927958-hq.ogg,major,1272.56787109375,19752
4,6584,184.7445068359375,100759,100759_f0,C,0.612619936466217,0.005013177925007891,-681.14208984375,113.23165893554688,-7.620168685913086,-23.316259384155273,-1.7203922271728516,-41.378501892089844,-43.766014099121094,-37.44762420654297,-29.60846710205078,-39.34934616088867,-14.582452774047852,-25.271007537841797,-10.093330383300781,files/100759_321967-hq.ogg,major,1476.7144775390625,0
5,13168,80.58981323242188,100759,100759_f1,F,0.5092645883560181,0.002875529981036088,-695.6094970703125,29.433652877807617,18.84343910217285,-8.242185592651367,-9.839408874511719,-73.57103729248047,24.51238441467285,-42.35222625732422,-69.00130462646484,-25.111936569213867,-3.6212291717529297,18.717350006103516,0.7332420349121094,files/100759_321967-hq.ogg,major,2516.654052734375,6584
6,19752,0.41537773609161377,100759,100759_f2,C#,0.6973384022712708,8.430767392474854e-05,-1002.4877319335938,11.995922088623047,-12.897228240966797,0.5011405944824219,11.21279525756836,-62.092472076416016,1.7362442016601562,-13.318702697753906,2.5947341918945312,6.860481262207031,13.169061660766602,18.19124984741211,-16.84444808959961,files/100759_321967-hq.ogg,minor,1996.50390625,13168
7,6584,0.522618293762207,220662,220662_f0,F#,0.28041258454322815,9.833176689333354e-05,-1087.50390625,28.626995086669922,9.364078521728516,-23.516700744628906,-16.332538604736328,-29.928112030029297,-31.62842559814453,-6.16595458984375,13.374351501464844,12.62961196899414,-1.62860107421875,12.132930755615234,34.2354736328125,files/220662_3824909-hq.ogg,minor,2279.28955078125,0
8,13168,577.8931884765625,220662,220662_f1,F,0.39248862862586975,0.010763365327225567,-696.694091796875,0.9457874298095703,1.3631458282470703,-41.536460876464844,-36.679603576660156,-92.59894561767578,-41.53563690185547,-27.689067840576172,6.9592742919921875,31.583765029907227,47.57653045654297,40.19977569580078,41.783042907714844,files/220662_3824909-hq.ogg,major,1083.1444091796875,6584
9,19752,9.401878356933594,220662,220662_f2,Eb,0.6772222518920898,0.0006816539990366012,-997.5604858398438,102.20794677734375,37.014339447021484,2.6536636352539062,-20.565330505371094,-27.878231048583984,-55.547706604003906,-40.28162384033203,-7.819908142089844,17.514896392822266,18.740930557250977,26.612003326416016,42.15620422363281,files/220662_3824909-hq.ogg,minor,865.0803833007812,13168
