,end_sample,energy,freesound_id,id,key,key_strength,loudness,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,path,scale,spec_centroid,start_sample
0,29952,131.69781494140625,,None_f0,Bb,0.6753782033920288,0.00411090761423111,-680.1080322265625,165.23049926757812,-11.958181381225586,-3.4870033264160156,0.19384384155273438,31.04515838623047,13.405452728271484,0.4211235046386719,-3.396657943725586,-8.651056289672852,-2.386758804321289,-1.3576984405517578,-2.0443172454833984,edited_MISSION.wav,minor,1079.5693359375,23552
1,36352,453.0475158691406,,None_f1,Eb,0.7434585094451904,0.009406680464744568,-577.7476196289062,134.91477966308594,-10.904317855834961,-4.841718673706055,5.356067657470703,23.27366828918457,22.05215835571289,10.784868240356445,0.6089687347412109,-3.4382152557373047,-0.2786598205566406,8.170337677001953,8.153629302978516,edited_MISSION.wav,major,1633.404541015625,29952
2,42752,122.0584716796875,,None_f2,B,0.6460569500923157,0.003906794488430023,-713.791015625,182.37969970703125,-5.613569259643555,-6.340024948120117,4.661643981933594,8.060684204101562,20.048667907714844,22.071102142333984,7.859472274780273,-2.1803512573242188,7.622280120849609,1.1569404602050781,-2.1527557373046875,edited_MISSION.wav,major,490.43768310546875,36352
3,49152,55.974456787109375,,None_f3,Bb,0.634447455406189,0.0023172520101070403,-779.0554809570312,179.05792236328125,-5.386842727661133,4.868816375732422,0.49311065673828125,39.717529296875,30.765613555908203,22.060726165771484,2.3323898315429688,-3.297239303588867,4.157440185546875,1.4574699401855469,-2.251293182373047,edited_MISSION.wav,minor,388.47540283203125,42752
4,55808,801.0706176757812,,None_f4,G,0.8481143712997437,0.013250924073732816,-698.9996337890625,143.72732543945312,9.780281066894531,-1.427316665649414,5.422294616699219,14.790138244628906,57.654335021972656,29.050582885742188,20.251344680786133,13.488792419433594,10.98887825012207,0.48356056213378906,5.694955825805664,edited_MISSION.wav,major,482.5689392089844,49152
5,62464,38.51015090942383,,None_f5,G,0.6294180154800415,0.0017342915615210165,-766.569091796875,135.30984497070312,0.3649787902832031,3.5813961029052734,-0.5297966003417969,32.48652267456055,33.77347183227539,17.725963592529297,14.78268814086914,4.583461761474609,17.874046325683594,6.473045349121094,11.046205520629883,edited_MISSION.wav,major,1074.34033203125,55808
6,69120,12.766353607177734,,None_f6,E,0.6149493455886841,0.000827659136400773,-957.9153442382812,148.63339233398438,8.493595123291016,7.249351501464844,-4.992134094238281,25.611942291259766,18.582263946533203,28.10129165649414,24.80835723876953,23.623844146728516,17.261796951293945,-1.1416778564453125,-0.3188323974609375,edited_MISSION.wav,minor,868.74169921875,62464
7,75776,11.360503196716309,,None_f7,Ab,0.49206745624542236,0.0007654257261982331,-990.8379516601562,159.35769653320312,-13.573263168334961,-22.00439453125,-8.820430755615234,72.90994262695312,31.848316192626953,28.40524673461914,22.981040954589844,13.95468521118164,11.236536026000977,10.48666763305664,2.700775146484375,edited_MISSION.wav,minor,381.324462890625,69120
8,82304,478.0650329589844,,None_f8,Bb,0.467980295419693,0.009560402701882756,-730.3004760742188,163.25485229492188,3.1135921478271484,13.583711624145508,-5.234163284301758,44.64783477783203,44.56431198120117,19.843364715576172,9.240520477294922,14.11956787109375,11.434457778930664,5.850852966308594,2.219776153564453,edited_MISSION.wav,minor,1148.3433837890625,75776
9,88832,11.551570892333984,,None_f9,Eb,0.6955520510673523,0.0007892042106273127,-867.6953125,136.20204162597656,-1.1474876403808594,4.074985504150391,-1.258209228515625,47.96710205078125,17.301525115966797,33.91232681274414,15.211111068725586,-9.111207962036133,2.571014404296875,-1.8186683654785156,7.27557373046875,edited_MISSION.wav,major,1080.874267578125,82304
10,95360,3.2733852863311768,,None_f10,F,0.6866042613983154,0.0003390532790445814,-982.6253051757812,158.40243530273438,-0.7822227478027344,-4.65679931640625,-5.525444030761719,58.76645278930664,24.639652252197266,27.586688995361328,18.34735870361328,9.317142486572266,8.647699356079102,5.398342132568359,1.7578811645507812,edited_MISSION.wav,minor,573.3236083984375,88832
11,101888,139.06996154785156,,None_f11,Bb,0.6444492936134338,0.0041800956515704885,-752.92919921875,139.4256591796875,-2.9405479431152344,-4.837472915649414,-7.24003791809082,37.96758270263672,36.82621765136719,21.321304321289062,14.275205612182617,13.716438293457031,13.107025146484375,5.718515396118164,-2.3912105560302734,edited_MISSION.wav,minor,480.366943359375,95360
12,108544,133.84254455566406,,None_f12,C,0.5001463294029236,0.003995809990626115,-877.1934814453125,151.06039428710938,1.796142578125,10.848030090332031,12.264911651611328,37.648353576660156,53.47871398925781,30.867355346679688,27.72149658203125,21.44615936279297,25.571739196777344,-3.50433349609375,2.9882240295410156,edited_MISSION.wav,minor,235.55157470703125,101888
