,end_sample,freesound_id,id,key,key_strength,loudness,mfcc_0,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,path,scale,spec_centroid,start_sample
57,19704,171104,171104_f2,C,0.6879667043685913,1.0500450751287056e-06,-1137.8218994140625,0.8453483581542969,0.7815361022949219,0.7682266235351562,0.7537155151367188,0.843292236328125,0.8401679992675781,0.8354949951171875,0.8297195434570312,0.8225593566894531,0.81414794921875,0.8045120239257812,0.7936477661132812,files/171104_2394245-hq.ogg,minor,19.234460830688477,13136
58,6568,183098,183098_f0,F#,0.5241061449050903,0.02426485486791427,-1033.8148193359375,142.48687744140625,8.355998992919922,6.655487060546875,6.571983337402344,127.446533203125,106.19694519042969,82.91180419921875,61.15655517578125,43.03069305419922,29.12835121154785,19.103801727294922,12.349298477172852,files/183098_2394245-hq.ogg,major,84.06363677978516,0
59,13136,183098,183098_f1,F,0.550209641456604,0.008779127908537071,-1066.2242431640625,98.12284088134766,6.460910797119141,5.274169921875,4.827552795410156,87.0986328125,71.44587707519531,54.2917366027832,38.507904052734375,25.952613830566406,17.184701919555664,11.687999725341797,8.430521011352539,files/183098_2394245-hq.ogg,minor,19.28133773803711,6568
60,19704,183098,183098_f2,A,-1.0,0.0,-1138.4200439453125,1.1444091796875e-05,-2.6702880859375e-05,-3.0517578125e-05,-3.814697265625e-05,-6.103515625e-05,8.0108642578125e-05,-6.103515625e-05,2.288818359375e-05,-2.6702880859375e-05,-5.340576171875e-05,-4.57763671875e-05,-2.288818359375e-05,files/183098_2394245-hq.ogg,minor,0.0,13136
61,6568,371192,371192_f0,Ab,0.7899857759475708,0.007414814325255976,-843.0613403320312,138.25144958496094,11.460445404052734,-4.673252105712891,4.304252624511719,23.481719970703125,94.65351867675781,12.471206665039062,41.586761474609375,18.390506744384766,14.519784927368164,22.980998992919922,11.601694107055664,files/371192_6399962-hq.ogg,major,141.0740509033203,0
62,13136,371192,371192_f1,Eb,0.3407745063304901,0.0012787928970374085,-1068.2965087890625,95.38898468017578,14.329952239990234,11.612319946289062,7.596961975097656,84.91204833984375,70.06501770019531,53.915836334228516,39.363677978515625,28.34418487548828,21.414392471313477,17.826038360595703,16.020532608032227,files/371192_6399962-hq.ogg,minor,60.82137680053711,6568
63,6568,344757,344757_f0,E,0.6512026786804199,0.020563750551621022,-922.588623046875,215.460693359375,0.5813407897949219,0.8328895568847656,-0.7929840087890625,125.8062744140625,80.97761535644531,37.68938064575195,24.12442398071289,24.194869995117188,10.351579666137695,9.71337890625,15.968624114990234,files/344757_1676145-hq.ogg,minor,460.59844970703125,0
64,13136,344757,344757_f1,A,0.49955177307128906,0.009563923462880514,-1004.8364868164062,124.94959259033203,21.016490936279297,16.006486892700195,13.714481353759766,43.107486724853516,43.15964126586914,56.938175201416016,47.42962646484375,44.45561981201172,41.4393424987793,31.98452377319336,26.38785743713379,files/344757_1676145-hq.ogg,major,47.183563232421875,6568
65,6568,132582,132582_f0,C,0.8219112753868103,0.019796383075969662,-1052.35009765625,118.37555694580078,9.450275421142578,8.273681640625,8.228233337402344,108.82952880859375,94.45787048339844,77.24041748046875,59.37506103515625,42.87036895751953,29.211862564086914,19.16860580444336,12.771707534790039,files/132582_2409787-hq.ogg,major,65.84959411621094,0
66,13136,132582,132582_f1,C,0.6879667043685913,0.0034447343573064957,-1109.8233642578125,40.30585861206055,29.055644989013672,27.163484573364258,25.25994110107422,39.900821685791016,39.23576736450195,38.32461929321289,37.187225341796875,35.847251892089844,34.33259201049805,32.6738395690918,30.90366554260254,files/132582_2409787-hq.ogg,minor,34.50972366333008,6568
67,19704,132582,132582_f2,C,0.6879667043685913,0.0002857582069633939,-1122.2552490234375,22.832530975341797,20.206233978271484,19.685182571411133,19.12812042236328,22.74853515625,22.60947036743164,22.415740966796875,22.169097900390625,21.870838165283203,21.523080825805664,21.12802505493164,20.688180923461914,files/132582_2409787-hq.ogg,minor,32.046085357666016,13136
68,26272,132582,132582_f3,C,0.6879667043685913,2.5947682046752318e-06,-1136.8038330078125,2.284008026123047,2.1117210388183594,2.0757598876953125,2.0365676879882812,2.278656005859375,2.269977569580078,2.2575531005859375,2.2418441772460938,2.222553253173828,2.1998672485351562,2.173816680908203,2.1444320678710938,files/132582_2409787-hq.ogg,minor,54.5793342590332,19704
69,6568,25602,25602_f0,Eb,0.5220677852630615,0.0029711871431747977,-704.1973876953125,125.26980590820312,1.1402721405029297,2.0615386962890625,-1.2320365905761719,31.21091079711914,25.560768127441406,0.600738525390625,18.581510543823242,0.05803489685058594,-5.820646286010742,-3.434497833251953,10.170059204101562,files/25602_48671-hq.ogg,major,949.9521484375,0
70,6568,250547,250547_f0,F#,0.7600699067115784,0.023646304726455448,-876.1964721679688,251.00460815429688,4.504352569580078,5.987762451171875,5.531730651855469,88.34429931640625,49.843658447265625,42.17305374145508,27.777427673339844,18.200580596923828,9.038385391235352,11.036327362060547,9.559480667114258,files/250547_3400358-hq.ogg,major,96.94491577148438,0
71,6568,509486,509486_f0,Ab,0.791431725025177,0.010443723448591895,-716.9910278320312,211.25958251953125,0.035247802734375,5.852199554443359,8.097389221191406,3.820873260498047,53.36781692504883,13.103137969970703,26.804851531982422,-4.609504699707031,1.4934234619140625,-3.6776123046875,-1.5053520202636719,files/509486_11130100-hq.ogg,minor,535.9819946289062,0
72,13136,509486,509486_f1,C,0.6434234976768494,0.00032388151200186466,-1016.4195556640625,136.86578369140625,3.5332069396972656,-5.578651428222656,-11.33597183227539,70.73013305664062,37.54436111450195,40.36085891723633,38.6158447265625,18.895877838134766,3.7265625,4.911716461181641,8.655969619750977,files/509486_11130100-hq.ogg,minor,159.03915405273438,6568
73,19704,509486,509486_f2,Eb,0.7768719792366028,0.00018604081600505164,-1024.5931396484375,126.4527359008789,-5.072536468505859,-9.370468139648438,-7.497112274169922,62.84903335571289,33.33586502075195,41.5223274230957,43.446685791015625,20.90347671508789,-1.3306427001953125,-4.6800384521484375,-1.4310989379882812,files/509486_11130100-hq.ogg,major,194.6914825439453,13136
74,26272,509486,509486_f3,B,0.4025558829307556,0.00011903750874673841,-1040.2769775390625,111.86490631103516,-2.202587127685547,-5.989677429199219,-4.051231384277344,61.82980728149414,37.60756301879883,42.3564338684082,41.778350830078125,21.267200469970703,1.022430419921875,-2.702239990234375,0.38668060302734375,files/509486_11130100-hq.ogg,minor,207.44943237304688,19704
75,32840,509486,509486_f4,C#,0.5386031270027161,4.990709249052728e-05,-1051.051513671875,97.88358306884766,0.6807594299316406,-3.4123382568359375,-3.9980087280273438,49.29721450805664,23.862857818603516,26.855274200439453,28.657577514648438,14.983600616455078,1.2169570922851562,0.03897857666015625,3.1519012451171875,files/509486_11130100-hq.ogg,minor,296.5281066894531,26272
76,39408,509486,509486_f5,C#,0.39956724643707275,4.536758350541908e-05,-1052.329833984375,97.20624542236328,-2.159496307373047,0.00479888916015625,3.6738967895507812,51.72549819946289,29.299335479736328,32.26716995239258,31.643356323242188,16.473102569580078,1.9809494018554688,-1.9584274291992188,-1.7667465209960938,files/509486_11130100-hq.ogg,major,291.76177978515625,32840
